head	relation	tail
char_robert_neville	PARTECIPA_COME_SPETTATORE_NEUTRALE	evt_ruth_crying
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_brought_home
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_locked_in_bedroom
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_worrying
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_wakes_ruth
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_waking_woman
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_interrogation
char_robert_neville	PARTECIPA_COME_OPPONENTE_RIVALE	evt_ruth_escape_attempt
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_supper_conversation
char_robert_neville	PARTECIPA_COME_DESTINANTE	evt_blood_test_agreement
char_robert_neville	PARTECIPA_COME_AMICO	evt_evening_together
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_wine_conversation
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_demonstration
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_cross_test
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_torah_test
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_attack
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_explanation
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_panama_bat_bite
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_vampire_decomposition
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_scientific_discovery
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_virge_death
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_awakening
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_dressed
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_confession
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_embrace
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_ruth_blood_test
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_betrayal
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_unconscious
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_recovery
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_strikes
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_wakes
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_reads_letter
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_discovers_pill
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_realizes_mutation
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_house_attacked
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_robert_armed
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_attack_house
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_gunfight
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_captured
char_robert_neville	PARTECIPA_COME_DESTINATARIO	evt_ruth_gives_packet
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_night_siege
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_alarm_morning
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_body_disposal
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_burning_pit
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_market_visit
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_market_killing
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_sears_visit
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_sears_killing
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_lunch
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_stake_hunt
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_reading_dracula
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_discovery
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_realization
char_robert_neville	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_fear
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_death
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_vampire_legend
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_children_afternoon
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_drinking
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_calling
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_hand_injury
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_temptation
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_wall_punch
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_sleep
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_hangover
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_car_escape
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cemetery_visit
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_visit_crypt
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_find_man_crypt
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_discovery_sunlight
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_capture_woman
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_woman_dies
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_watch_stops
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_drive_home
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_encounter_vampires
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_car_chase
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_confrontation_cortman
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_porch_fight
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_house_breach
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_power_failure
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_armed_counterattack
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_final_retreat
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_house_repair
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_new_car_acquisition
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_virginia_illness
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_vampire_expelled
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_soil_experiment
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_water_trough_test
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_cortman_appears
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_shoots_cortman
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_laughs
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_stake_experiments
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_woman_dissolution
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_virginia_death
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_kathy_fire
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_dragged_away
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_visits_cortman
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_sews_virginia
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_buries_virginia
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_man_asks_help
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_virginia_returns
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_neville_library
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_library_exploration
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_reading_lymphatic
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_theory_realization
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_dust_storm_insight
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_first_microscope_failure
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_microscope_learning
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_blood_specimen_mounting
char_robert_neville	PARTECIPA_COME_SOGGETTO	evt_germ_discovery
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_shouting
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_ben_cortman_appears
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_hunting
char_ben_cortman	COME	OPPONENTE_ANTAGONISTA
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_neville_hunting
char_ben_cortman	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_cortman_cross_test
char_ben_cortman	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_cortman_torah_test
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_attack
char_ben_cortman	PARTECIPA_COME_SOGGETTO	evt_cortman_spotted
char_ben_cortman	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_cortman_shot
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_ben_cortman_call
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_calling
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_confrontation_cortman
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_appears
char_ben_cortman	PARTECIPA_COME_SOGGETTO	evt_cortman_discovers_water
char_ben_cortman	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_shoots_cortman
char_ben_cortman	PARTECIPA_COME_OPPONENTE_RIVALE	evt_neville_visits_cortman
char_kathy	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_burning_pit
char_kathy	COME	OGGETTO_DI_VALORE
char_kathy	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_kathy_fire
evt_checking_windows	COME	PREPARAZIONE
evt_checking_windows	AVVIENE_IN	loc_neville_house
evt_checking_hothouse	COME	PREPARAZIONE
evt_checking_hothouse	AVVIENE_IN	loc_hothouse
evt_checking_hothouse	AVVIENE_DOPO	evt_checking_windows
evt_repairing_plank	COME	PREPARAZIONE
evt_repairing_plank	AVVIENE_IN	loc_front_lawn
evt_repairing_plank	AVVIENE_DOPO	evt_checking_hothouse
evt_collecting_garlic	COME	PREPARAZIONE
evt_collecting_garlic	AVVIENE_IN	loc_hothouse
evt_collecting_garlic	AVVIENE_DOPO	evt_repairing_plank
evt_preparing_garlic	COME	PREPARAZIONE
evt_preparing_garlic	AVVIENE_IN	loc_kitchen
evt_preparing_garlic	AVVIENE_DOPO	evt_collecting_garlic
evt_hanging_garlic	COME	PREPARAZIONE
evt_hanging_garlic	AVVIENE_IN	loc_neville_house
evt_hanging_garlic	AVVIENE_DOPO	evt_preparing_garlic
evt_making_stakes	COME	PREPARAZIONE
evt_making_stakes	AVVIENE_IN	loc_bedroom
evt_making_stakes	AVVIENE_DOPO	evt_hanging_garlic
evt_preparing_supper	COME	PREPARAZIONE
evt_preparing_supper	AVVIENE_IN	loc_kitchen
evt_preparing_supper	AVVIENE_DOPO	evt_making_stakes
evt_locking_house	COME	PREPARAZIONE
evt_locking_house	AVVIENE_IN	loc_neville_house
evt_locking_house	AVVIENE_DOPO	evt_preparing_supper
evt_creatures_arrival	COME	PREDICAMENTO
evt_creatures_arrival	AVVIENE_IN	loc_neville_house
evt_creatures_arrival	AVVIENE_DOPO	evt_locking_house
evt_cortman_shouting	COME	LOTTA_SCONTRO
evt_cortman_shouting	AVVIENE_IN	loc_neville_house
evt_cortman_shouting	AVVIENE_DOPO	evt_creatures_arrival
evt_reading_and_listening	COME	PREDICAMENTO
evt_reading_and_listening	AVVIENE_IN	loc_living_room
evt_reading_and_listening	AVVIENE_DOPO	evt_creatures_attacking
evt_creatures_attacking	COME	LOTTA_SCONTRO
evt_creatures_attacking	AVVIENE_IN	loc_neville_house
evt_creatures_attacking	AVVIENE_DOPO	evt_cortman_shouting
evt_going_to_bed	AVVIENE_IN	loc_bedroom
evt_going_to_bed	AVVIENE_DOPO	evt_reading_and_listening
evt_going_to_bed	AVVIENE_DOPO	evt_discovery_germ
loc_cimarron_street	COME	ALL_APERTO
loc_cimarron_street	COME	LA_STRADA
loc_cimarron_street	AVVIENE_IN	evt_man_asks_help
loc_neville_house	COME	RIFUGIO
loc_neville_house	COME	AL_CHIUSO
loc_neville_house	COME	CAMPO_DI_BATTAGLIA
loc_neville_house	AVVIENE_IN	evt_neville_sews_virginia
loc_neville_house	AVVIENE_IN	evt_neville_drunk_night
loc_neville_house	AVVIENE_IN	evt_virginia_returns
loc_hothouse	COME	AL_CHIUSO
loc_bedroom	COME	AL_CHIUSO
loc_bedroom	COME	SPAZIO_AFFETTIVO
loc_kitchen	COME	AL_CHIUSO
loc_living_room	COME	AL_CHIUSO
loc_front_lawn	COME	ALL_APERTO
char_vampire	COME	OPPONENTE_ANTAGONISTA
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_vampires_on_lawn
char_vampire	PARTECIPA_COME_SOGGETTO	evt_panama_bat_bite
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_night_siege
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_temptation
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_encounter_vampires
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_car_chase
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_porch_fight
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_vampire_siege
char_vampire	PARTECIPA_COME_SOGGETTO	evt_car_destruction
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_armed_counterattack
char_vampire	COME	OGGETTO_DI_VALORE
char_vampire	PARTECIPA_COME_OPPONENTE_RIVALE	evt_interrogation
char_vampire	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_vampire_expelled
char_vampire	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_woman_dissolution
char_dog	COME	OGGETTO_DI_VALORE
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_encounter
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_chase_dog
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_loss_dog
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_disappears
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_comes_at_four
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_bolts
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_stops_and_looks_back
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_runs_away_again
char_dog	PARTECIPA_COME_SOGGETTO	evt_daily_game
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_approaches_slowly
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_grabs_meat
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_eating
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_approaches
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_returns_sick
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_follows
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_captures
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_panics
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_comforts
char_dog	PARTECIPA_COME_SOGGETTO	evt_dog_calms
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_care
char_dog	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_dog_death
evt_discovery_germ	COME	RIVELAZIONE_SCOPERTA
evt_discovery_germ	AVVIENE_DOPO	evt_understanding_bacillus
evt_understanding_bacillus	AVVIENE_DOPO	evt_realization_cause
evt_realization_cause	AVVIENE_DOPO	evt_despair
evt_despair	COME	PREDICAMENTO
evt_despair	AVVIENE_DOPO	evt_study_spores
evt_study_spores	AVVIENE_DOPO	evt_theory_dust_storms
evt_theory_dust_storms	AVVIENE_DOPO	evt_historical_plagues
evt_historical_plagues	AVVIENE_DOPO	evt_dinner
evt_dinner	AVVIENE_IN	loc_neville_house
evt_dinner	AVVIENE_DOPO	evt_music
evt_music	AVVIENE_IN	loc_living_room
evt_music	AVVIENE_DOPO	evt_microscope_observation
evt_microscope_observation	AVVIENE_IN	loc_microscope
evt_microscope_observation	AVVIENE_DOPO	evt_garlic_test
evt_garlic_test	AVVIENE_IN	loc_bedroom
evt_garlic_test	AVVIENE_DOPO	evt_list_making
evt_garlic_test	COME	LOTTA_SCONTRO
evt_garlic_test	AVVIENE_DOPO	evt_interrogation
evt_list_making	AVVIENE_IN	loc_living_room
evt_list_making	AVVIENE_DOPO	evt_frustration
evt_frustration	COME	LOTTA_SCONTRO
evt_frustration	AVVIENE_IN	loc_bar
evt_frustration	AVVIENE_DOPO	evt_drinking_binge
evt_drinking_binge	COME	CAMBIAMENTO_DI_STATO
evt_drinking_binge	AVVIENE_IN	loc_neville_house
evt_drinking_binge	AVVIENE_DOPO	evt_dog_encounter
evt_dog_encounter	AVVIENE_IN	loc_lawn
evt_dog_encounter	AVVIENE_DOPO	evt_chase_dog
evt_chase_dog	AVVIENE_IN	loc_neighborhood
evt_chase_dog	AVVIENE_DOPO	evt_loss_dog
evt_loss_dog	AVVIENE_IN	loc_neville_house
evt_loss_dog	AVVIENE_DOPO	evt_dog_disappears
loc_microscope	COME	AL_CHIUSO
loc_bar	COME	AL_CHIUSO
loc_lawn	COME	ALL_APERTO
loc_neighborhood	COME	ALL_APERTO
obj_bacillus_germ	COME	OPPONENTE_ANTAGONISTA
obj_bacillus_germ	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_discovery_germ
obj_bacillus_germ	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_germ_discovery
obj_blood_specimen	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_blood_specimen_mounting
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_virge_death
char_virginia	COME	OGGETTO_DI_VALORE
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_cemetery_visit
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_visit_crypt
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_virginia_illness
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_virginia_death
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_sews_virginia
char_virginia	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_buries_virginia
char_virginia	PARTECIPA_COME_SOGGETTO	evt_virginia_returns
evt_dog_disappears	COME	SPOSTAMENTO_VIAGGIO
evt_dog_disappears	AVVIENE_IN	loc_backyard
evt_dog_disappears	COME	PREDICAMENTO
evt_dog_disappears	AVVIENE_DOPO	evt_dog_returns_sick
evt_search_neighborhood	AVVIENE_DOPO	evt_dog_disappears
evt_search_neighborhood	AVVIENE_IN	loc_neighborhood
evt_return_home_dejected	AVVIENE_DOPO	evt_search_neighborhood
evt_return_home_dejected	AVVIENE_IN	loc_neville_house
evt_illness_shock	AVVIENE_DOPO	evt_return_home_dejected
evt_illness_shock	AVVIENE_IN	loc_neville_house
evt_afternoon_search	AVVIENE_DOPO	evt_illness_shock
evt_afternoon_search	AVVIENE_IN	loc_neighborhood
evt_put_food_out	AVVIENE_DOPO	evt_afternoon_search
evt_put_food_out	AVVIENE_IN	loc_neville_house
evt_existential_reflection	AVVIENE_DOPO	evt_put_food_out
evt_existential_reflection	AVVIENE_IN	loc_neville_house
evt_prayer	AVVIENE_DOPO	evt_existential_reflection
evt_prayer	AVVIENE_IN	loc_neville_house
evt_food_gone	AVVIENE_DOPO	evt_prayer
evt_food_gone	AVVIENE_IN	loc_neville_house
evt_vampires_on_lawn	AVVIENE_DOPO	evt_food_gone
evt_vampires_on_lawn	AVVIENE_IN	loc_lawn
evt_dog_safe	AVVIENE_DOPO	evt_vampires_on_lawn
evt_dog_safe	AVVIENE_IN	loc_neville_house
evt_buy_dog_supplies	AVVIENE_DOPO	evt_dog_safe
evt_buy_dog_supplies	AVVIENE_IN	loc_market
evt_dog_comes_at_four	AVVIENE_DOPO	evt_buy_dog_supplies
evt_dog_comes_at_four	AVVIENE_IN	loc_porch
evt_neville_goes_to_door	AVVIENE_DOPO	evt_dog_comes_at_four
evt_neville_goes_to_door	AVVIENE_IN	loc_neville_house
evt_dog_bolts	AVVIENE_DOPO	evt_neville_goes_to_door
evt_dog_bolts	AVVIENE_IN	loc_cimarron_street
evt_neville_sits_on_porch	AVVIENE_DOPO	evt_dog_bolts
evt_neville_sits_on_porch	AVVIENE_IN	loc_porch
evt_dog_stops_and_looks_back	AVVIENE_DOPO	evt_neville_sits_on_porch
evt_dog_stops_and_looks_back	AVVIENE_IN	loc_cimarron_street
evt_neville_calls_out	AVVIENE_DOPO	evt_dog_stops_and_looks_back
evt_neville_calls_out	AVVIENE_IN	loc_porch
evt_neville_calls_out	AVVIENE_DOPO	evt_woman_spotted
evt_neville_calls_out	AVVIENE_IN	loc_field
evt_dog_runs_away_again	AVVIENE_DOPO	evt_neville_calls_out
evt_dog_runs_away_again	AVVIENE_IN	loc_cimarron_street
evt_ben_cortman_appears	AVVIENE_DOPO	evt_dog_runs_away_again
evt_ben_cortman_appears	AVVIENE_IN	loc_cimarron_street
evt_neville_runs_inside	AVVIENE_DOPO	evt_ben_cortman_appears
evt_neville_runs_inside	AVVIENE_IN	loc_neville_house
evt_daily_game	AVVIENE_DOPO	evt_neville_runs_inside
evt_daily_game	AVVIENE_IN	loc_porch
evt_dog_approaches_slowly	AVVIENE_DOPO	evt_daily_game
evt_dog_approaches_slowly	AVVIENE_IN	loc_porch
evt_dog_grabs_meat	AVVIENE_DOPO	evt_dog_approaches_slowly
evt_dog_grabs_meat	AVVIENE_IN	loc_porch
evt_dog_grabs_meat	AVVIENE_DOPO	evt_dog_eating
loc_porch	COME	ALL_APERTO
loc_porch	COME	AL_CHIUSO
loc_porch	COME	CAMPO_DI_BATTAGLIA
loc_market	COME	ALL_APERTO
evt_dog_eating	COME	PREPARAZIONE
evt_dog_eating	AVVIENE_IN	loc_lawn
evt_dog_eating	AVVIENE_DOPO	evt_dog_approaches
evt_dog_approaches	COME	PREPARAZIONE
evt_dog_approaches	AVVIENE_IN	loc_porch
evt_dog_approaches	AVVIENE_DOPO	evt_dog_disappears
evt_dog_returns_sick	COME	PREDICAMENTO
